# Column 1: value of x
# Column 2: true potential v
# Column 3: measured prob. distribution
# Column 4: classical prob. distribution
      -10.000000       0.000000       0.000000       0.000000
       -9.900000       0.000000       0.000000       0.000000
       -9.800000       0.000000       0.000000       0.000000
       -9.700000       0.000000       0.000000       0.000000
       -9.600000       0.000000       0.000000       0.000000
       -9.500000       0.000000       0.000000       0.000000
       -9.400000       0.000000       0.000000       0.000000
       -9.300000       0.000000       0.000000       0.000000
       -9.200000       0.000000       0.000000       0.000000
       -9.100000       0.000000       0.000000       0.000000
       -9.000000       0.000000       0.000000       0.000000
       -8.900000       0.000000       0.000000       0.000000
       -8.800000       0.000000       0.000000       0.000000
       -8.700000       0.000000       0.000000       0.000000
       -8.600000       0.000000       0.000000       0.000000
       -8.500000       0.000000       0.000000       0.000000
       -8.400000       0.000000       0.000000       0.000000
       -8.300000       0.000000       0.000000       0.000000
       -8.200000       0.000000       0.000000       0.000000
       -8.100000       0.000000       0.000000       0.000000
       -8.000000       0.000000       0.000000       0.000000
       -7.900000       0.000000       0.000000       0.000000
       -7.800000       0.000000       0.000000       0.000000
       -7.700000       0.000000       0.000000       0.000000
       -7.600000       0.000000       0.000000       0.000000
       -7.500000       0.000000       0.000000       0.000000
       -7.400000       0.000000       0.000000       0.000000
       -7.300000       0.000000       0.000000       0.000000
       -7.200000       0.000000       0.000000       0.000000
       -7.100000       0.000000       0.000000       0.000000
       -7.000000       0.000000       0.000000       0.000000
       -6.900000       0.000000       0.000000       0.000000
       -6.800000       0.000000       0.000000       0.000000
       -6.700000       0.000000       0.000000       0.000000
       -6.600000       0.000000       0.000000       0.000000
       -6.500000       0.000000       0.000000       0.000000
       -6.400000       0.000000       0.000000       0.000000
       -6.300000       0.000000       0.000000       0.000000
       -6.200000       0.000000       0.000000       0.000000
       -6.100000       0.000000       0.000000       0.000000
       -6.000000       0.000000       0.000000       0.000000
       -5.900000       0.000000       0.000000       0.000000
       -5.800000       0.000000       0.000000       0.000000
       -5.700000       0.000000       0.000000       0.000000
       -5.600000       0.000000       0.000000       0.000000
       -5.500000       0.000000       0.000000       0.000000
       -5.400000       0.000000       0.000000       0.000000
       -5.300000       0.000000       0.000000       0.000000
       -5.200000       0.000000       0.000000       0.000000
       -5.100000       0.000000       0.000000       0.000000
       -5.000000       0.000000       0.000000       0.000000
       -4.900000       0.000000       0.000000       0.000000
       -4.800000       0.000000       0.000000       0.000000
       -4.700000       0.000000       0.000000       0.000000
       -4.600000       0.000000       0.000000       0.000000
       -4.500000       0.000000       0.000000       0.000000
       -4.400000       0.000000       0.000000       0.000000
       -4.300000       0.000001       0.000000       0.000000
       -4.200000       0.000002       0.000000       0.000000
       -4.100000       0.000004       0.000000       0.000000
       -4.000000       0.000008       0.000000       0.000000
       -3.900000       0.000018       0.000000       0.000000
       -3.800000       0.000040       0.000000       0.000000
       -3.700000       0.000084       0.000000       0.000000
       -3.600000       0.000175       0.000000       0.000000
       -3.500000       0.000355       0.000000       0.000000
       -3.400000       0.000709       0.000010       0.000000
       -3.300000       0.001385       0.000030       0.000000
       -3.200000       0.002653       0.000080       0.000000
       -3.100000       0.004980       0.000080       0.000000
       -3.000000       0.009165       0.000100       0.000000
       -2.900000       0.016533       0.000040       0.000000
       -2.800000       0.029234       0.000240       0.000000
       -2.700000       0.050667       0.000550       0.000000
       -2.600000       0.086075       0.000430       0.000000
       -2.500000       0.143334       0.000880       0.000000
       -2.400000       0.233956       0.001290       0.000000
       -2.300000       0.374312       0.002090       0.000000
       -2.200000       0.587013       0.002730       0.000000
       -2.100000       0.902355       0.005210       0.000000
       -2.000000       1.359635       0.008060       0.000000
       -1.900000       2.008083       0.011180       0.000000
       -1.800000       2.907074       0.017420       0.000000
       -1.700000       4.125203       0.024300       0.000001
